Record ID,Condition Name,Created By ID,Created Date,Currency ISO Code,Deleted,Enable Smart Approval,Filter Field,Filter Type,Filter Value,Index,Last Modified By ID,Last Modified Date,Operator,System Modstamp,Tested Field,sbaa__ApprovalRule__r.Rule Name,sbaa__FilterVariable__r.Variable Name,sbaa__TestedVariable__r.Variable Name
"a260J00000033V9QAI","AC-000187","0050J000006WrgFQAS","02/22/2017T13:02:50.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:02:50.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Alex McCredie","",""
"a260J00000033V0QAI","AC-000194","0050J000006WrgFQAS","02/22/2017T13:04:24.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:04:24.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Nick Jovic","",""
"a260J00000033UzQAI","AC-000185","0050J000006WrgFQAS","02/22/2017T13:02:25.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:02:25.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","CRO Dave Rhodes","",""
"a260J00000033VJQAY","AC-000189","0050J000006WrgFQAS","02/22/2017T13:03:18.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:03:18.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Andrew Tang","",""
"a260J00000033VOQAY","AC-000190","0050J000006WrgFQAS","02/22/2017T13:03:30.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:03:30.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Blank","",""
"a260J00000033WMQAY","AC-000202","0050J000006WrgFQAS","02/22/2017T13:06:11.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:06:11.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","RVP Antony Douglas","",""
"a260J00000033WbQAI","AC-000205","0050J000006WrgFQAS","02/22/2017T13:06:50.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:06:50.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","RVP Jeff Hemenway","",""
"a260J00000033WCQAY","AC-000200","0050J000006WrgFQAS","02/22/2017T13:05:47.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:05:47.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","ManagerRVP - zTestCPQ","",""
"a260J00000033WRQAY","AC-000203","0050J000006WrgFQAS","02/22/2017T13:06:22.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:06:22.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","RVP Blank","",""
"a260J00000033WHQAY","AC-000201","0050J000006WrgFQAS","02/22/2017T13:06:00.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:06:00.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","RVP Anders Søgaard","",""
"a260J00000030sTQAQ","AC-000009","00520000002CI2kAAG","11/10/2016T19:03:08.000Z","USD","false","true","","Value","0","","00520000002CI2kAAG","11/10/2016T19:04:10.000Z","greater than","02/01/2017T02:34:34.000Z","Lines_Requiring_Support_VP_Approval__c","SVP","",""
"a2620000002Gee3AAC","AC-000003","00520000002CI2kAAG","11/01/2016T17:21:45.000Z","USD","false","true","","Value","0","","00520000002CI2kAAG","11/01/2016T17:22:45.000Z","greater than","12/14/2016T02:32:41.000Z","Lines_Requiring_CRO_Approval__c","CRO","",""
"a2620000002GeeIAAS","AC-000006","00520000002CI2kAAG","11/01/2016T17:41:54.000Z","USD","false","true","","Value","Yes","20.0","0050J000006WjRgQAK","02/27/2017T11:13:27.000Z","equals","02/28/2017T02:32:52.000Z","Contract_Required__c","LGL","",""
"a260J00000032mEQAQ","AC-000094","0050J000006WrgFQAS","02/03/2017T11:46:49.000Z","USD","false","true","","Value","Yes","","0050J000006WrgFQAS","02/03/2017T11:46:49.000Z","equals","02/04/2017T02:33:30.000Z","Allow_Seat_Reduction__c","TEST LGL","",""
"a260J00000032m4QAA","AC-000092","0050J000006WrgFQAS","02/03/2017T11:36:57.000Z","USD","false","true","","Value","Yes","","0050J000006WrgFQAS","02/03/2017T11:36:57.000Z","equals","02/04/2017T02:32:56.000Z","Allow_Seat_Reduction__c","TEST RVP","",""
"a260J00000032m9QAA","AC-000093","0050J000006WrgFQAS","02/03/2017T11:46:13.000Z","USD","false","true","","Value","Yes","","0050J000006WrgFQAS","02/03/2017T11:46:13.000Z","equals","02/04/2017T02:33:30.000Z","Contract_Required__c","TEST LGL","",""
"a260J00000033UfQAI","AC-000181","0050J000006WrgFQAS","02/22/2017T13:01:02.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:01:39.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","CFO Blank","",""
"a260J00000033VnQAI","AC-000195","0050J000006WrgFQAS","02/22/2017T13:04:38.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:04:38.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Quentin Staes-Polet","",""
"a260J00000033W2QAI","AC-000198","0050J000006WrgFQAS","02/22/2017T13:05:18.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:05:18.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Suzie Kim","",""
"a260J00000033VxQAI","AC-000197","0050J000006WrgFQAS","02/22/2017T13:05:04.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:05:04.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Roman Menyakin","",""
"a260J00000033VTQAY","AC-000191","0050J000006WrgFQAS","02/22/2017T13:03:44.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:08:12.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Jeff Hemenway","",""
"a260J00000033UpQAI","AC-000183","0050J000006WrgFQAS","02/22/2017T13:01:56.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:01:56.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","CRO Anders Søgaard","",""
"a260J00000033UkQAI","AC-000182","0050J000006WrgFQAS","02/22/2017T13:01:33.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:01:33.000Z","equals","03/01/2017T02:33:52.000Z","Approvals_Required__c","CFO Mike Foley","",""
"a260J00000033V4QAI","AC-000186","0050J000006WrgFQAS","02/22/2017T13:02:37.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:02:37.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","CRO ManagerCRO - zTestCPQ","",""
"a260J00000033VYQAY","AC-000192","0050J000006WrgFQAS","02/22/2017T13:04:00.000Z","USD","false","true","","Value","TRUE","","0050J000006WrgFQAS","02/22/2017T13:04:00.000Z","equals","02/23/2017T02:34:04.000Z","Approvals_Required__c","FLM Kenn Yuen","",""
