Record ID,Border Color,Bottom Margin,Conditional Print Field,Created By ID,Created Date,Currency ISO Code,Deleted,Display Order,External ID,Filter Field,Filter Operator,Filter Value,Group Field,Hide Column Header,Keep Together,Keep With Next,Keep With Previous,Last Modified By ID,Last Modified Date,Page Break,Print Quote Totals,Roll-Up Field,Section Name,Summary Display,System Modstamp,Top Margin,SBQQ__Template__r.Template Name,SBQQ__Content__r.Content Name
"a1o200000048yy8AAA","","0.0","Print_PDF_Notes__c","00520000002CI2kAAG","09/02/2016T18:51:06.000Z","USD","false","320.0","Korean-BB-Notes","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Notes","","12/07/2016T08:53:57.000Z","0.25","Korean-BB","SF-Notes: Korean"
"a1o200000048yy9AAA","","0.0","","00520000002CI2kAAG","09/02/2016T18:51:06.000Z","USD","false","10.0","Korean-BB-Top","","","","","false","Always","Always","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Top","","12/07/2016T08:53:57.000Z","0.0","Korean-BB","Unity-Top: Korean"
"a1o200000048yyAAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:51:06.000Z","USD","false","40.0","Korean-BB-Configured Products & Services","","","","","false","Auto","Auto","Auto","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Configured Products & Services","","12/07/2016T08:53:57.000Z","0.25","Korean-BB","Configured Products Header: Korean"
"a1o200000048yyBAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:51:06.000Z","USD","false","56.0","Korean-BB-Non MDQ","Non_MDQ_Output_Filter__c","equals","TRUE","Subscription Category","false","Auto","Auto","","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","Non MDQ","","03/03/2017T02:34:23.000Z","0.0","Korean-BB","Line Items"
"a1o0J000002fgZdQAI","","0.0","","00520000002CI2kAAG","11/27/2016T21:49:08.000Z","USD","false","150.0","Chinese-BB-VAT Information","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Information","","12/07/2016T08:53:57.000Z","0.1","Chinese-BB","VAT (Chinese)"
"a1o0J000002fgZYQAY","","0.0","","00520000002CI2kAAG","11/27/2016T21:47:31.000Z","USD","false","150.0","Chinese-VAT Information","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Information","","12/07/2016T08:53:57.000Z","0.1","Chinese","VAT (Chinese)"
"a1o20000000Kw4DAAS","","0.0","","00520000002CI2kAAG","08/03/2016T23:47:17.000Z","USD","false","55.0","English-BB-MDQ-Other-BB","Other_MDQ_Output_Filter__c","equals","TRUE","","false","Auto","Auto","","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","MDQ-Other-BB","","03/03/2017T02:34:23.000Z","0.0","English-BB","MDQ-BB"
"a1o0J000002fjJ3QAI","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","100.0","English Test-Grand Total","","","","","false","Auto","Auto","Auto","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Grand Total","","12/07/2016T08:53:57.000Z","0.15","English Test","Grand Total"
"a1o0J000002fjJ4QAI","","0.1","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","20.0","English Test-Blue Line","","","","","false","Always","Always","Always","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Blue Line","","12/07/2016T08:53:57.000Z","0.1","English Test","Blue Line"
"a1o0J000002fjJ5QAI","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","30.0","English Test-Sell2 Bill2 Ship2","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Sell2 Bill2 Ship2","","12/07/2016T08:53:57.000Z","0.0","English Test","Sell to Bill to Ship to"
"a1o0J000002fjJ6QAI","","0.0","Print_PDF_Notes__c","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","320.0","English Test-Notes","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Notes","","12/07/2016T08:53:57.000Z","0.25","English Test","SF-Notes"
"a1o0J000002fjJCQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","10.0","English Test-Top","","","","","false","Always","Always","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Top","","12/07/2016T08:53:57.000Z","0.0","English Test","Unity-Top: English"
"a1o0J000002fjJDQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","50.0","English Test-Non MDQ","Non_MDQ_Output_Filter__c","equals","TRUE","","false","Always","Auto","Auto","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","Non MDQ","","03/03/2017T02:34:23.000Z","0.0","English Test","Line Items"
"a1o0J000002fjJEQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","37.0","English Test-Configured Products & Services","","","","","false","Auto","Auto","Always","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Configured Products & Services","","12/07/2016T08:53:57.000Z","0.25","English Test","Configured Products Header"
"a1o0J000002fjJFQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","45.0","English Test-MDQ-Other","Other_MDQ_Output_Filter__c","equals","TRUE","","false","Always","Auto","Auto","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","MDQ-Other","","03/03/2017T02:34:23.000Z","0.0","English Test","MDQ"
"a1o0J000002fjJGQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","160.0","English Test-Terms in English","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Terms in English","","12/07/2016T08:53:57.000Z","0.1","English Test","Terms in English"
"a1o0J000002fjJHQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","150.0","English Test-VAT Statement","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Statement","","12/07/2016T08:53:57.000Z","0.1","English Test","VAT (English)"
"a1o0J000002fjJIQAY","","0.0","","0050J000006WjRgQAK","12/01/2016T08:16:52.000Z","USD","false","41.0","English Test-MDQ Seats","SBQQ__ProductFamily__c","equals","Seats","SBQQ__SegmentLabel__c","false","Auto","Auto","Always","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","MDQ Seats","","03/03/2017T02:34:23.000Z","0.0","English Test","MDQ-Standard"
"a1o20000000KZDXAA4","","0.0","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","100.0","English-BB-Grand Total","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Grand Total","","12/07/2016T08:53:57.000Z","0.15","English-BB","Grand Total"
"a1o20000000KZDYAA4","","0.0","Has_Seats__c","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","50.0","English-BB-MDQ-Seats-BB","SBQQ__ProductFamily__c","equals","Seats","","false","Auto","Auto","","0050J000006WjRgQAK","12/08/2016T10:43:43.000Z","","false","","MDQ-Seats-BB","","03/04/2017T02:36:47.000Z","0.0","English-BB","MDQ-BB"
"a1o20000000KZDZAA4","","0.1","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","20.0","English-BB-Blue Line","","","","","false","Always","Always","Always","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Blue Line","","12/07/2016T08:53:57.000Z","0.1","English-BB","Blue Line"
"a1o20000000KZDaAAO","","0.0","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","30.0","English-BB-Sell to Bill to Ship to","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Sell to Bill to Ship to","","12/07/2016T08:53:57.000Z","0.0","English-BB","Sell to Bill to Ship to"
"a1o20000000KZDcAAO","","0.0","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","300.0","English-BB-Quote Terms","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Quote Terms","","12/07/2016T08:53:57.000Z","0.2","English-BB","Terms in English"
"a1o20000000KZDdAAO","","0.0","Print_PDF_Notes__c","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","300.0","English-BB-Notes","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Notes","","12/07/2016T08:53:57.000Z","0.25","English-BB","SF-Notes"
"a1o20000000KZDeAAO","","0.0","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","10.0","English-BB-Top","","","","","false","Always","Always","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Top","","12/07/2016T08:53:57.000Z","0.0","English-BB","Unity-Top: English"
"a1o20000000KZDfAAO","","0.0","","00520000002CI2kAAG","07/22/2016T22:17:32.000Z","USD","false","56.0","English-BB-Non MDQ","Non_MDQ_Output_Filter__c","equals","TRUE","Subscription Category","false","Auto","Auto","","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","Non MDQ","","03/03/2017T02:34:23.000Z","0.0","English-BB","Line Items"
"a1o0J000002fgkUQAQ","","0.0","","0050J000006WjRgQAK","11/28/2016T09:16:40.000Z","USD","false","130.0","Korean-VAT Statement","","","","","false","Auto","Auto","Auto","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Statement","","12/07/2016T08:53:57.000Z","0.15","Korean","VAT (Korean)"
"a1o0J000002fgkZQAQ","","0.0","","0050J000006WjRgQAK","11/28/2016T09:18:09.000Z","USD","false","135.0","Korean-BB-VAT Statement","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Statement","","12/07/2016T08:53:57.000Z","0.15","Korean-BB","VAT (Korean)"
"a1o0J000002fglGQAQ","","0.0","","0050J000006WjRgQAK","11/28/2016T09:34:43.000Z","USD","false","130.0","Japanese-VAT Statement","","","","","false","Auto","Auto","Auto","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","VAT Statement","","12/07/2016T08:53:57.000Z","0.15","Japanese","VAT (Japanese)"
"a1o0J000002fgmEQAQ","","0.0","","0050J000006WjRgQAK","11/28/2016T10:09:37.000Z","USD","false","160.0","English-Terms in English","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Terms in English","","03/03/2017T02:34:23.000Z","0.1","English","Terms in English"
"a1o200000048yxOAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","40.0","Chinese-BB-Configured Products & Services","","","","","false","Auto","Auto","Auto","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Configured Products & Services","","12/07/2016T08:53:57.000Z","0.25","Chinese-BB","Configured Products Header: Chinese"
"a1o200000048yxPAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","55.0","Chinese-BB-MDQ-Other-BB","Other_MDQ_Output_Filter__c","equals","TRUE","","false","Auto","Auto","","0050J000006WjRgQAK","02/27/2017T13:53:48.000Z","","false","","MDQ-Other-BB","","03/03/2017T02:34:23.000Z","0.0","Chinese-BB","MDQ-BB"
"a1o200000048yxQAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","100.0","Chinese-BB-Grand Total","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Grand Total","","12/07/2016T08:53:57.000Z","0.15","Chinese-BB","Grand Total: Chinese"
"a1o200000048yxRAAQ","","0.0","Has_Seats__c","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","50.0","Chinese-BB-MDQ-Seats-BB","SBQQ__ProductFamily__c","equals","Seats","","false","Auto","Auto","","0050J000006WjRgQAK","12/08/2016T10:42:58.000Z","","false","","MDQ-Seats-BB","","03/04/2017T02:36:47.000Z","0.0","Chinese-BB","MDQ-BB"
"a1o200000048yxSAAQ","","0.1","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","20.0","Chinese-BB-Blue Line","","","","","false","Always","Always","Always","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Blue Line","","12/07/2016T08:53:57.000Z","0.1","Chinese-BB","Blue Line"
"a1o200000048yxTAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","30.0","Chinese-BB-Sell to Bill to Ship to","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Sell to Bill to Ship to","","12/07/2016T08:53:57.000Z","0.0","Chinese-BB","Sell to Bill to Ship to: Chinese"
"a1o200000048yxUAAQ","","0.0","","00520000002CI2kAAG","09/02/2016T18:47:59.000Z","USD","false","300.0","Chinese-BB-Quote Terms","","","","","false","Auto","Auto","","0050J000006WjRgQAK","12/07/2016T08:53:57.000Z","","false","","Quote Terms","","12/07/2016T08:53:57.000Z","0.2","Chinese-BB","Terms in Chinese"
